NoEch.orig,DataSource,Age (Ga),Age,Most_likely,SiO2,TiO2,Al2O3,FeOt,MgO,MnO,CaO,Na2O,K2O,P2O5,LOI,A/NK,A/CNK,K2O/Na2O,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Sn,Cs,Ba,Hf,Ta,Pb,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,La/Lu N,La,Lu,,Proba,Class.auto.2,Proba.2
,Compiled by Martin and Moyen (2002),3.099,3099,Sodic MP,64.06,0.54,16.85,3.7851485,2.29,0.05,4.44,4.37,1.41,0.12,,1.9333784,1.0036794,0.32265446,,,,51,,45,15,75,,50,492,11,127,11,,,674,,,,,1,13,36,,,,,,,,,,,,,,,,,1,class5,0.999
,Compiled by Martin and Moyen (2002),3.142,3142,Sodic MP,68.38,0.36,15.63,2.6551035,1.35,0.02,3.31,4.28,1.35,0.1,,1.8383242,1.0763995,0.31542056,,,,23,,32,12,55,,44,444,4,107,1,,,797,,,,6,1,33,53,,,,,,,,,,,,,,,,,0.999,class11,0.937
,Compiled by Martin and Moyen (2002),3.142,3142,Sodic MP,66.46,0.44,16.35,3.0651305,1.74,0.05,3.86,4.27,1.23,0.11,,1.9566861,1.0634624,0.28805621,,,,27,,21,18,48,,36,494,8,131,4,,,633,,,,1,,27,49,,,,,,,,,,,,,,,,,0.999,class11,0.999
,Compiled by Martin and Moyen (2002),3.142,3142,Sodic MP,67.7,0.36,16.63,2.5910801,1.78,0.03,3.58,4.31,1.4,0.12,,1.9324213,1.1002296,0.32482599,,,,27,,20,11,52,,46,494,6,115,2,,,566,,,,10,0.1,32,62,,,,,,,,,,,,,,,,,0.782,class11,1
,Compiled by Martin and Moyen (2002),3.142,3142,Sodic MP,67.11,0.4,16.48,2.8661206,1.74,0.05,3.87,4.27,1.28,0.11,,1.9595517,1.0669005,0.29976581,,,,21,,19,,47,,35,487,7,123,,,,616,,,,,,27,53,,,,,,,,,,,,,,,,,0.999,class11,0.997
,Compiled by Martin and Moyen (2002),3.142,3142,Sodic MP,67.68,0.35,15.99,2.5190909,1.78,0.05,3.7,4.28,1.28,0.11,,1.8975765,1.0551692,0.29906542,,,,25,,26,3,54,,38,469,7,127,6,,,0.06,,,,5,1,31,56,,,,,,,,,,,,,,,,,0.972,class5,0.999
,Compiled by Martin and Moyen (2002),3.212,3212,Sodic MP,70.49,0.27,15.99,1.5250765,0.82,0.03,2.81,5.15,0.81,0.08,,1.7103393,1.1059444,0.15728155,,,,5,,10,5,32,,21,701,2,136,5,,,599,,,,1,2,16,34,,,,,,,,,,,,,,,,,0.814,class2,0.984
,Compiled by Martin and Moyen (2002),3.212,3212,Sodic MP,64.8,0.46,17.28,3.8091719,1.65,0.05,3.88,5.26,1.31,0.15,,1.7157828,1.0089972,0.24904943,,,,24,,15,18,78,,40,642,11,149,1,,,790,,,,6,2,24,47,,,,,,,,,,,,,,,,,0.999,class11,0.986
,Compiled by Martin and Moyen (2002),3.212,3212,Sodic MP,67.04,0.41,16.12,3.1791539,1.31,0.04,3.83,5.06,0.34,0.15,,1.8545331,1.0296363,0.06719368,,,,11,,10,68,46,,4,545,8,131,6,,,207,,,,8,1,33,63,,,,,,,,,,,,,,,,,0.999,class5,1
,Compiled by Martin and Moyen (2002),2.532,2532,Sodic MP,69.21,0.34,15.78,2.7362736,0.98,0.04,3.58,5.01,1.34,0.12,,1.628079,0.9739751,0.26746507,,,41,24,7,8,,,,50,619,6,132,8,,,457,,,,,,,,,,,,,,,,,,,,,,,,0.999,class0,0.943
,Compiled by Martin and Moyen (2002),2.546,2546,Sodic MP,65.76,0.66,14.42,5.9945995,2.29,0.11,3.49,3.63,2.02,0.15,,1.7675393,0.9942197,0.55647383,,,161,89,25,42,,,,52,389,7,141,8,,,689,,,,,,,,,,,,,,,,,,,,,,,,0.754,class5,0.999
,Compiled by Martin and Moyen (2002),2.546,2546,Sodic MP,62.41,0.68,15.65,4.9774977,3.02,0.11,5.24,4.17,1.72,0.2,,1.7943435,0.8575649,0.41247002,,,106,84,22,38,,,,58,696,27,135,9,,,602,,,,,,,,,,,,,,,,,,,,,,,,0.999,class5,1
,Compiled by Martin and Moyen (2002),2.546,2546,Sodic MP,69.07,0.29,15.74,2.5922592,0.97,0.03,3.45,4.32,2.18,0.12,,1.662698,1.0000372,0.50462963,,,56,14,7,12,,,,48,569,3,134,5,,,768,,,,,,,,,,,,,,,,,,,,,,,,0.994,class0,0.996
,Compiled by Martin and Moyen (2002),2.8,2800,Sodic MP,62.38,0.53,14.47,5.3645365,3.33,0.11,7.42,3.84,0.37,0.19,,2.1540202,0.7160214,0.09635417,,,,,,55,,77,,,415,14.5,164,,,,188,,,,,,22,45,,,,,,,,,,,,,,,,,1,class5,1
,Compiled by Martin and Moyen (2002),2.8,2800,Sodic MP,77.08,0.04,12.25,1.5391539,1.44,0.03,3.59,3.51,0.41,,,1.9700591,0.9611226,0.11680912,,,,,,26,,17,,1,368,,34,,,,304,,,,,,4,7,,,,,,,,,,,,,,,,,#N/A,unclass,#N/A
,Compiled by Martin and Moyen (2002),2.8,2800,Sodic MP,70.25,0.36,16.11,2.4482448,1.19,0.04,4.67,4.75,0.34,0.1,,1.9688997,0.966213,0.07157895,,,,,,8,,32,,1,397,1.8,191,,,,225,,,,,,23,37,,,,,,,,,,,,,,,,,1,class5,0.724
,Compiled by Martin and Moyen (2002),2.92,2920,Sodic MP,63.42,0.7,15.7,5.2932853,2.97,0.06,5.66,3.96,0.9,0.17,,2.0964701,0.8830183,0.22727273,,,,50,,22,,77,,3,356,11,162,8,,,446,4.64,0.48,,0.22,,22,39,,18.1,3.61,1,2.8385308,0.41,,,,,1.06,,,,,,1,class4,1
,Compiled by Martin and Moyen (2002),2.92,2920,Sodic MP,65.24,0.4,15.44,4.2962286,2.54,0.05,5.68,4.15,0.91,0.12,,1.9764032,0.8511725,0.21927711,,,,92,,58,,63,,6,411,6,143,4,,,596,3.97,0.45,,0.26,,17,32,,13.2,2.68,0.94,2.15,0.29,,,,,0.66,,,,,,0.999,class4,1
,Compiled by Martin and Moyen (2002),2.92,2920,Sodic MP,67.51,0.8,14.28,4.1862286,2.02,0.06,5.07,3.62,1.01,0.07,,2.0259587,0.8778557,0.27900552,,,,34,,33,,40,,5,469,4,307,5,,,840,8.07,0.83,,0.06,,20,33,,11.3,1.95,0.89,1.5724085,0.23,,,,,0.58,,,,,,0.999,class4,1
,Compiled by Martin and Moyen (2002),2.7,2700,Sodic MP,67.39,0.47,16.89,3.0760756,1.14,0.03,4.17,4.52,0.78,0.06,,2.0398209,1.0648,0.17256637,,23,28,50,10,13,50,90,,,690,,190,,,,330,,,,,,,,,,,,,,,,,,,,,,,,#N/A,unclass,#N/A
,Compiled by Martin and Moyen (2002),2.7,2700,Sodic MP,71.11,0.3,14,2.4840414,1.51,0.03,4.68,3,1.28,0.11,,2.2149041,0.9440257,0.42666667,,,30,90,6,19,10,,,16,300,,120,10,,,200,,,,,,,,,,,,,,,,,,,,,,,,#N/A,unclass,#N/A
,Compiled by Martin and Moyen (2002),2.7,2700,Sodic MP,71.42,0.17,14.83,3.0910711,0.54,0.03,3.6,3.6,1.99,0.14,,1.8362123,1.0142241,0.55277778,,2,20,15,3,2,7,,,21,410,,150,,,,1300,,,,,,,,,,,,,,,,,,,,,,,,#N/A,unclass,#N/A
,Compiled by Martin and Moyen (2002),2.53,2530,Sodic MP,73.81,0.26,12.83,2.1620882,0.7,0.04,1.82,4.9,1.09,0.09,,1.388403,1.0223107,0.22244898,,,37,10,163,9,20,54,,,415,6,77,,,,412,,,,,,,,,,,,,,,,,,,,,,,,1,class0,0.937
,Compiled by Martin and Moyen (2002),2.53,2530,Sodic MP,69.61,0.39,14.92,2.9971467,0.89,0.04,2.98,4.39,1.95,0.11,,1.5986737,1.0114538,0.44419134,,,42,11,75,7,4,43,,,399,8,34,,,,735,,,,,,,,,,,,,,,,,,,,,,,,0.999,class0,1
,Compiled by Martin and Moyen (2002),2.53,2530,Sodic MP,69.51,0.31,14.98,2.6061746,0.69,0.03,2.68,4.67,1.92,0.11,,1.5346962,1.0236624,0.4111349,,,33,6,72,,5,53,,,641,8,65,,,,876,,,,,,,,,,,,,,,,,,,,,,,,0.995,class0,1
,Compiled by Martin and Moyen (2002),2.53,2530,Sodic MP,65.8,0.51,15.95,3.8810801,1.78,0.05,4.69,3.65,1.71,0.12,,2.0304042,0.9735672,0.46849315,,,67,54,86,29,5,112,,,543,3,28,,,,640,,,,,,,,,,,,,,,,,,,,,,,,1,class0,0.962
,Compiled by Martin and Moyen (2002),2.53,2530,Sodic MP,66.95,0.39,15.55,3.16,1.89,0.06,3.66,3.89,2.27,0.14,,1.7557586,1.0024968,0.58354756,,,53,55,109,,27,74,,,522,7,31,,,,754,,,,,,,,,,,,,,,,,,,,,,,,1,class0,0.994
,Compiled by Martin and Moyen (2002),2.53,2530,Sodic MP,65.9,0.56,15.97,3.5860576,1.67,0.06,3.78,3.57,2.2,0.36,,1.934733,1.0557103,0.6162465,,,42,29,111,18,9,77,,,575,17,40,,,,437,,,,,,,,,,,,,,,,,,,,,,,,1,class5,0.967
,Compiled by Martin and Moyen (2002),2.53,2530,Sodic MP,67.71,0.39,15.31,3.060018,1.7,0.06,3.58,3.85,2.11,0.14,,1.7766018,1.0121098,0.54805195,,,50,53,106,28,24,74,,,527,6,29,,,,752,,,,,,,,,,,,,,,,,,,,,,,,1,class0,0.999
,Compiled by Martin and Moyen (2002),2.53,2530,Sodic MP,65.94,0.46,15.91,3.2960036,2.29,0.04,3.64,3.95,2.17,0.06,,1.7983433,1.0287502,0.54936709,,,53,56,90,19,8,68,,,510,50,42,,,,405,,,,,,,,,,,,,,,,,,,,,,,,1,class0,0.668
,Compiled by Martin and Moyen (2002),2.53,2530,Sodic MP,63.71,0.48,16.62,3.4920522,2.45,0.03,3.95,3.81,1.98,0.2,,1.9759711,1.0658602,0.51968504,,,70,25,82,16,8,72,,,577,6,24,,,,475,,,,,,13.78,30.03,,14.93,3.49,1.2,2.4,,1.45,0.28,0.67,,0.35,0.07,,,,,0.987,class4,1
,Compiled by Martin and Moyen (2002),2.53,2530,Sodic MP,72.5,0.32,14.81,2.4650405,1.12,0.02,3.14,3.82,1.72,0.12,,1.8180547,1.0689056,0.45026178,,,,70,107,14,,39,,,547,6,51,,,,372,,,,,,,,,,,,,,,,,,,,,,,,0.999,class0,1
,Compiled by Martin and Moyen (2002),2.53,2530,Sodic MP,65.02,0.49,15.15,4.9161296,3.02,0.07,4.6,3.16,1.84,0.15,,2.1070347,0.9740241,0.58227848,,,,154,85,64,,158,,,492,9,84,,,,929,,,,,,,,,,,,,,,,,,,,,,,,0.999,class5,0.999
,Compiled by Martin and Moyen (2002),3.105,3105,Sodic MP,69.4,0.35,15.2,2.4842484,1.03,0.05,2.95,4.55,1.72,,,1.6261921,1.033258,0.37802198,,,26,,,,,,,81,291,9,145,5,,,237,,,,,,31.17,62.9,5.1,19.88,3.18,0.86,2.68,,1.07,,0.26,,0.44,,,,,,0,class3,0.999
,Compiled by Martin and Moyen (2002),3.105,3105,Sodic MP,70.4,0.3,14.9,2.3222322,0.91,0.03,3.24,4.56,1.49,,,1.6347618,0.9929677,0.32675439,,,41,,,,,,,45,297,2,109,2,,,294,,,,,,18.6,35.7,4.4,14,1.4,0.4,1.5,,,,0.3,,,,,,,,0,class1,0.999
,Compiled by Martin and Moyen (2002),3.105,3105,Sodic MP,71.8,0.23,14.6,2.3582358,0.61,0.04,3.23,4.98,0.93,0.12,,1.587086,0.9686764,0.18674699,,,10,,,,,,,15,367,10,193,5,,,163,,,,,,42.4,73.2,5.9,23.5,3,1.2,3,,2,,0.6,,0.1,,,,,,0.999,class3,1
,Compiled by Martin and Moyen (2002),3.105,3105,Sodic MP,62.7,0.56,16.1,4.7254725,2.52,0.08,5.3,4.1,1.22,0.1,,1.9961629,0.9094986,0.29756098,,,97,,,,,,,30,440,13,86,4,,,460,,,,,,17.48,40.56,4.78,18.97,3.19,,2.88,,1.76,,0.72,,0.32,,,,,,1,class4,1
,Compiled by Martin and Moyen (2002),3.105,3105,Sodic MP,63.8,0.53,16.5,4.9234923,2.59,0.08,5.44,4.15,1.04,0.16,,2.0747178,0.9246791,0.25060241,,,92,,,,,,,24,448,13,81,4,,,349,,,,,,14.65,35.67,4.19,17.54,3.09,1.3,2.82,,1.78,,0.81,,0.28,,,,,,1,class4,1
,Compiled by Martin and Moyen (2002),3.46,3460,Sodic MP,65.91,0.62,15.37,4.9850495,2.8,0.07,4.48,4.35,1.38,0.19,,1.7768911,0.9151216,0.31724138,,10.3,,,,,,,,64,521,13.1,245,4.9,,,396,,,,,,12,,,,,,,,,,,,,,,,,,0.999,class5,1
,Compiled by Martin and Moyen (2002),3.46,3460,Sodic MP,67.02,0.7,15.55,4.7970477,1.23,0.07,4.01,4.33,1.5,0.22,,1.7777665,0.9695717,0.34642032,,7.2,,,,,,,,97,576,15.4,405,7,,,396,,,,,,34,,,,,,,,,,,,,,,,,,0.996,class5,0.996
,Compiled by Martin and Moyen (2002),3.46,3460,Sodic MP,68.54,0.6,15.59,3.5310351,1.28,0.06,3.47,4.56,1.52,0.2,,1.704393,1.0086574,0.33333333,,5.5,,,,,,,,65,496,11.3,205,5.1,,,414,,,,,,,,,,,,,,,,,,,,,,,,1,class10,0.923
,Compiled by Martin and Moyen (2002),3.46,3460,Sodic MP,69.92,0.5,15.8,2.8680288,0.91,0.04,2.83,5.12,1.9,0.16,,1.5077007,1.011193,0.37109375,,3.6,,,,,,,,70,628,11.1,191,7.5,,,484,,,,2.5,,37.63,56.13,7.07,26.21,3.77,0.99,2.73,,2.03,0.46,1.11,,0.8,,,,,,1,class3,0.998
,Compiled by Martin and Moyen (2002),3.46,3460,Sodic MP,72.92,0.33,14.95,2.1360216,0.54,0.02,2.69,4.52,1.79,0.1,,1.5949376,1.0480615,0.3960177,,3.7,,,,,,,,57,335,7.2,164,3.7,,,714,,,,,,21,,,,,,,,,,,,,,,,,,1,class6,0.999
,Compiled by Martin and Moyen (2002),3.46,3460,Sodic MP,65.85,0.74,17.16,4.0150405,1.48,0.04,3.87,4.76,1.69,0.22,,1.7764001,1.0277595,0.35504202,,8.1,,,,,,,,57,570,14,189,6.1,,,272,,,,,,,,,,,,,,,,,,,,,,,,0.999,class5,0.998
,Compiled by Martin and Moyen (2002),3.46,3460,Sodic MP,66.02,0.88,15.55,6.3690639,1.41,0.1,4.38,4.27,1.38,0.31,,1.8254749,0.9434447,0.32318501,,3.5,,,,,,,,56,281,7,160,8.4,,,642,,,,,,,,,,,,,,,,,,,,,,,,0.967,class5,0.999
,Compiled by Martin and Moyen (2002),3.46,3460,Sodic MP,67.78,0.53,16.11,4.0150405,1.72,0.06,4.24,4.01,1.57,0.19,,1.9418363,1.0065264,0.3915212,,7.2,,,,,,,,69,404,10.6,200,3.9,,,252,,,,,,,,,,,,,,,,,,,,,,,,0.999,class5,0.926
,Compiled by Martin and Moyen (2002),3.46,3460,Sodic MP,67.81,0.61,16.2,4.2130423,1.59,0.07,4.09,4.32,1.3,0.25,,1.9027505,1.0156404,0.30092593,,9.6,,,,,,,,52,434,31.8,206,17.4,,,147,,,,4.2,2.2,,,,,,,,,,,,,,,,,,,0.999,class5,0.997
,Compiled by Martin and Moyen (2002),3.46,3460,Sodic MP,68.34,0.5,16.04,3.4020342,1.79,0.04,3.85,4.44,1.42,0.22,,1.8142138,1.0125331,0.31981982,,8.2,,,,,,,,53,636,16.6,216,10.7,,,383,,,,,,,,,,,,,,,,,,,,,,,,0.999,class5,0.574
,Compiled by Martin and Moyen (2002),3.46,3460,Sodic MP,68.89,0.58,16.59,3.0260306,1.13,0.03,3.33,4.64,1.31,0.14,,1.8328969,1.0982441,0.28232759,,5.5,,,,,,,,40,634,14.4,167,8.4,,,336,,,,,,,,,,,,,,,,,,,,,,,,0.999,class10,0.749
,Compiled by Martin and Moyen (2002),3.46,3460,Sodic MP,69.47,0.49,15.53,3.7980378,1.67,0.05,2.48,4.18,1.8,0.19,,1.7597934,1.1646835,0.43062201,,6.9,,,,,,,,60,261,7.5,181,4.2,,,405,,,,,,,,,,,,,,,,,,,,,,,,0.509,class10,0.589
,Compiled by Martin and Moyen (2002),3.46,3460,Sodic MP,71.7,0.42,16.07,2.1860216,0.67,0.02,2.61,5.21,1.28,0.13,,1.6140248,1.0930455,0.24568138,,3.4,,,,,,,,3.9,599,6.3,191,6.8,,,307,,,,,,,,,,,,,,,,,,,,,,,,0.677,class0,0.999
,Compiled by Martin and Moyen (2002),3.46,3460,Sodic MP,73.3,0.23,15.66,1.2360126,0.5,0.01,2.63,5.06,1.08,0.06,,1.6495977,1.097011,0.21343874,,2.2,,,,,,,,38,670,1.8,149,2.9,,,306,,,,,,,,,,,,,,,,,,,,,,,,0.964,class2,0.878
,Compiled by Martin and Moyen (2002),3.3,3300,Sodic MP,66.63,0.56,16.54,3.3430333,1.66,0.1,8.17,2.86,,0.18,,,,,,22.9,83,,,,,,,40,335,7.2,175,3.9,,,19,,,,,,,,,,,,,,,,,,,,,,,,0,class5,1
,Compiled by Martin and Moyen (2002),3.3,3300,Sodic MP,62.7,0.87,17.75,5.2220522,1.9,0.09,3.9,4.81,2.08,0.28,,1.746292,1.0286594,0.43243243,,9.3,,,,,,,,117,536,31.2,461,13.4,,,295,,,,,,,,,,,,,,,,,,,,,,,,0.811,class5,1
,Compiled by Martin and Moyen (2002),3.3,3300,Sodic MP,66.33,0.32,18.26,2.6110261,1.02,0.04,4.12,5.36,1.22,0.1,,1.8010919,1.0357711,0.22761194,,2.4,,,,,,,,41,632,13.1,147,2.8,,,165,,,,,,,,,,,,,,,,,,,,,,,,0.995,class0,0.985
,Compiled by Martin and Moyen (2002),3.3,3300,Sodic MP,67.16,0.53,16.21,3.9560396,1.46,0.08,3.88,4.62,1.44,0.2,,1.769832,0.9997674,0.31168831,,6.6,,,,,,,,57,478,16,141,7.6,,,211,,,,,,,,,,,,,,,,,,,,,,,,1,class5,0.75
,Compiled by Martin and Moyen (2002),3.3,3300,Sodic MP,68.02,0.34,16.78,3.2140324,1.17,0.06,3.58,4.99,1.45,0.12,,1.7159971,1.0302181,0.29058116,,5.9,,,,,,,,52,519,32.5,126,7.5,,,216,,,,,,,,,,,,,,,,,,,,,,,,0.999,class0,0.845
,Compiled by Martin and Moyen (2002),3.3,3300,Sodic MP,69.73,0.4,16.01,2.9770297,1.02,0.04,2.98,5.04,1.43,0.14,,1.6271686,1.049321,0.28373016,,2.5,,,,,,,,48,491,9.8,151,8,,,282,,,,,,,,,,,,,,,,,,,,,,,,1,class10,0.717
,Compiled by Martin and Moyen (2002),3.3,3300,Sodic MP,65.32,0.65,16.09,4.7180468,2.21,0.07,4.82,4.32,1.39,0.23,,1.8684512,0.9260298,0.32175926,,9.3,,,,,,,,50,407,12,195,4.6,,,310,,,,,,46.4,78.6,8.7,32.25,5.69,1.45,4.36,,4.12,0.88,2.46,,1.9,,,,,,0.998,class7,1
,Compiled by Martin and Moyen (2002),3.3,3300,Sodic MP,66.99,0.52,15.36,4.1880918,2.36,0.08,4.32,4.41,1.53,0.14,,1.7237101,0.916154,0.34693878,,7.2,,,,,,,,57,418,,185,,,,310,,,,,,31,,,,,,,,,,,,,,,,,,#N/A,unclass,#N/A
,Compiled by Martin and Moyen (2002),3.45,3450,Sodic MP,68.46,0.51,15.61,3.6390369,1.73,0.06,3.69,4.54,1.43,0.18,,1.7312456,0.9926315,0.31497797,,6.9,,,,,,,,68,377,11.6,175,4.3,,,272,,,,,,47.8,68.1,7.58,24.1,3.53,0.87,2.8,,2.11,0.44,1.16,,0.75,,,,,,1,class3,0.698
,Compiled by Martin and Moyen (2002),3.45,3450,Sodic MP,70.32,0.37,16.46,2.1930243,0.86,0.03,2.78,5.13,1.72,0.14,,1.5978807,1.0719072,0.33528265,,2.6,,,,,,,,67,716,7.4,178,2.5,,,406,,,,,,38,,,,,,,,,,,,,,,,,,1,class6,0.976
,Compiled by Martin and Moyen (2002),3.3,3300,Sodic MP,66.39,0.47,15.53,3.9160396,2.69,0.07,4.26,4.17,2.25,0.14,,1.6706922,0.9113217,0.53956835,,10.3,,,,,,,,74,455,9.3,140,3.8,,,454,,,,,,37,,,,,,,,,,,,,,,,,,0.988,class5,0.998
,Compiled by Martin and Moyen (2002),3.3,3300,Sodic MP,63,0.64,16.81,5.0540504,3.24,0.1,5.42,3.94,1.37,0.22,,2.1105826,0.9433539,0.34771574,,14.5,,,,,,,,67,630,22.1,177,7.5,,,292,,,,,,28.5,,,,,,,,,,,,,,,,,,0.999,class5,1
,Compiled by Martin and Moyen (2002),3.268,3268,Sodic MP,70.65,0.27,15.72,2.5020252,0.88,0.04,2.92,4.78,1.64,0.13,,1.6309142,1.0516471,0.34309623,,4,,,,,,,,62,428,9,142,3.3,,,279,,,,,,,,,,,,,,,,,,,,,,,,0.999,class6,0.841
,Compiled by Martin and Moyen (2002),3.268,3268,Sodic MP,71.97,0.43,14.46,2.9670297,1.02,0.04,3.07,4.13,1.57,0.12,,1.7024418,1.0273075,0.38014528,,6.2,,,,,,,,75,346,12.5,174,6.5,,,342,,,,,,,,,,,,,,,,,,,,,,,,1,class10,0.969
,Compiled by Martin and Moyen (2002),2.7,2700,Sodic MP,66.33,0.52,15.47,3.9133123,2.08,0.09,2.48,4.56,2.13,0.12,,1.5774057,1.080576,0.46710526,,,,110,11,28,31,86,,93,427,9,136,,,,382,,,,1,1,6,22,,,,,,,,,,,,,,,,,0.979,class5,0.995
,Compiled by Martin and Moyen (2002),2.7,2700,Sodic MP,65.7,0.48,15.31,3.9233573,1.98,0.04,2.52,4.15,2.16,0.13,,1.6704443,1.1136853,0.52048193,,,,117,17,31,42,94,,99,446,7,140,,,,428,,,,5,3,8,26,,,,,,,,,,,,,,,,,0.915,class5,0.982
,Compiled by Martin and Moyen (2002),2.843,2843,Sodic MP,68.72,0.49,15.63,3.0550945,1.46,0.03,3.46,4.33,1.94,0.17,,1.6946385,1.0074601,0.44803695,,,,36,2,12,15,44,,55,490,8,176,,,,912,,,,9,1,42,77,,,,,,,,,,,,,,,,,1,class10,0.999
,Compiled by Martin and Moyen (2002),2.843,2843,Sodic MP,63.11,0.63,16.69,4.2940954,2.25,0.1,4.37,4.33,2,0.21,,1.7969128,0.9684462,0.46189376,,,,63,14,28,20,88,,63,575,16,228,,,,808,,,,7,1,38,75,,,,,,,,,,,,,,,,,1,class5,1
,Compiled by Martin and Moyen (2002),2.843,2843,Sodic MP,64,0.68,16.19,4.310108,2.11,0.07,4.25,4.3,1.91,0.2,,1.7710674,0.9597582,0.44418605,,,,75,12,23,16,79,,64,553,13,225,,,,793,,,,5,1,22,52,,,,,,,,,,,,,,,,,1,class5,1
,Compiled by Martin and Moyen (2002),2.843,2843,Sodic MP,63.67,0.63,16.94,4.2521152,2.01,0.06,4.22,5.69,1.95,0.18,,1.4767211,0.8848602,0.3427065,,,,59,12,24,,68,,59,552,13,226,,,,944,,,,4,2,31,56,,,,,,,,,,,,,,,,,0.999,class5,1
,Compiled by Martin and Moyen (2002),2.843,2843,Sodic MP,67.81,0.52,15,3.2030873,1.55,0.04,3.39,4.11,1.73,0.13,,1.7373233,1.0136675,0.42092457,,,,46,10,16,18,59,,49,481,8,192,,,,1282,,,,10,2,55,93,,,,,,,,,,,,,,,,,1,class10,0.999
,Compiled by Martin and Moyen (2002),2.843,2843,Sodic MP,61.02,0.37,19.08,3.560117,1.79,0.07,5.37,5.25,1.59,0.18,,1.8420832,0.9482299,0.30285714,,,,50,8,20,16,56,,48,673,17,131,,,,633,,,,8,2,33,86,,,,,,,,,,,,,,,,,1,class5,1
,Compiled by Martin and Moyen (2002),2.843,2843,Sodic MP,65.9,0.51,14.95,3.0620882,1.61,0.05,3.45,3.79,1.76,0.12,,1.8366061,1.0372661,0.46437995,,,,47,9,13,18,52,,48,523,9,176,,,,1296,,,,6,1,49,84,,,,,,,,,,,,,,,,,1,class10,0.938
,Compiled by Martin and Moyen (2002),2.843,2843,Sodic MP,69.66,0.38,14.49,2.560072,1.33,0.07,3.14,3.85,1.55,0.11,,1.8086711,1.0560739,0.4025974,,,,39,5,13,16,46,,41,484,6,162,,,,1356,,,,9,1,46,79,,,,,,,,,,,,,,,,,1,class10,0.999
,Compiled by Martin and Moyen (2002),2.843,2843,Sodic MP,62.8,0.65,16.75,4.580099,2.02,0.06,4.7,4.36,1.98,0.2,,1.7980097,0.9377707,0.45412844,,,,61,12,20,26,83,,70,586,14,245,,,,800,,,,12,1,62,105,,,,,,,,,,,,,,,,,1,class5,1
,Compiled by Martin and Moyen (2002),2.843,2843,Sodic MP,60.22,0.34,19.51,3.560144,1.79,0.1,5.94,5.47,1.34,0.16,,1.8671378,0.9181436,0.24497258,,,,80,6,20,13,65,,32,858,14,192,,,,567,,,,5,2,23,66,,,,,,,,,,,,,,,,,1,class5,1
,Compiled by Martin and Moyen (2002),2.843,2843,Sodic MP,66.39,0.54,15.1,3.4370927,1.73,0.05,3.33,4.48,2.03,0.15,,1.5782778,0.9665809,0.453125,,,,45,11,18,8,71,,71,457,10,203,,,,573,,,,12,1,52,90,,,,,,,,,,,,,,,,,1,class10,0.999
,Compiled by Martin and Moyen (2002),2.843,2843,Sodic MP,67.66,0.45,15.23,3.0770567,1.58,0.05,3.25,4.29,1.53,0.14,,1.7478425,1.0415222,0.35664336,,,,48,7,64,10,26,,49,533,6,150,,,,875,,,,11,1,14,115,,,,,,,,,,,,,,,,,1,class11,0.883
,Compiled by Martin and Moyen (2002),2.697,2697,Sodic MP,69.89,0.31,15.47,2.0761476,1.06,0.07,2.61,4.8,1.32,0.09,,1.6589305,1.0994361,0.275,,,,42,2,4,8,31,,38,555,6,142,,,,858,,,,1,3,8,15,,,,,,,,,,,,,,,,,0.945,class0,0.999
,Compiled by Martin and Moyen (2002),2.697,2697,Sodic MP,69.79,0.3,15.89,2.1851395,0.91,0.06,2.45,4.59,2.18,0.12,,1.6033148,1.1061326,0.47494553,,,,39,,,12,41,,60,520,8,146,,,,704,,,,8,2,26,63,,,,,,,,,,,,,,,,,1,class6,0.94
,Compiled by Martin and Moyen (2002),2.697,2697,Sodic MP,68.74,0.45,16.14,2.3351575,1.06,0.06,2.55,4.71,1.99,0.13,,1.6298973,1.1101225,0.42250531,,,,42,4,4,9,53,,73,428,15,187,,,,333,,,,10,2,35,73,,,,,,,,,,,,,,,,,1,class10,1
,Compiled by Martin and Moyen (2002),2.9,2900,Sodic MP,70.21,0.52,12.92,3.9243924,0.97,0.07,1.34,5.25,2.06,,,1.1889658,0.971209,0.39238095,,,,,,,,,,41,386,,,,,,770,,,,,,86,108,,42,5.3,1.46,2.3812747,0.26,,,,,0.46,0.06,,,,,#N/A,unclass,#N/A
,Compiled by Martin and Moyen (2002),2.9,2900,Sodic MP,66.4,0.5,15.45,4.00027,2.3,0.05,4.4,4.25,1.35,0.2,,1.827763,0.9390304,0.31764706,,,,,,,,,,21,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,unclass,#N/A
,Compiled by Martin and Moyen (2002),2.9,2900,Sodic MP,62.4,0.85,15.5,6.410351,2.5,0.1,5.5,4.7,0.95,0.6,,1.7693516,0.8262038,0.20212766,,,,,,,,,,12,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,unclass,#N/A
,Compiled by Martin and Moyen (2002),2.9,2900,Sodic MP,68.5,0.5,15.3,3.430243,1.75,0.1,3.4,4.4,1.85,0.1,,1.6556753,0.992031,0.42045455,,,,,,,,,,34,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,unclass,#N/A
